,date,sleepStart,sleepEnd,asleep,awake,timeInBed,sleepEfficiency
27,2023-11-23,00:15:00,07:58:30,7.1,0.6166666666666667,7.716666666666667,97
0,2023-11-23,00:15:00,07:58:30,7.1,0.6166666666666667,7.716666666666667,97
1,2023-11-24,01:08:30,09:54:30,7.833333333333333,0.9333333333333333,8.766666666666667,96
2,2023-11-25,03:31:30,09:41:00,5.666666666666667,0.48333333333333334,6.15,96
3,2023-11-26,02:13:00,09:52:30,6.8,0.85,7.65,92
4,2023-11-27,01:22:30,07:31:30,5.116666666666666,1.0333333333333334,6.15,96
5,2023-11-28,01:40:30,08:24:30,5.85,0.8833333333333333,6.733333333333333,98
6,2023-11-29,00:47:00,09:33:30,7.983333333333333,0.7833333333333333,8.766666666666667,97
7,2023-11-30,23:19:30,06:44:30,6.283333333333333,1.1333333333333333,7.416666666666667,91
8,2023-12-01,23:09:30,06:30:30,6.716666666666667,0.6333333333333333,7.35,97
9,2023-12-02,00:25:30,08:37:30,7.016666666666667,1.1833333333333333,8.2,95
10,2023-12-03,01:03:30,08:20:30,6.316666666666666,0.9666666666666667,7.283333333333333,92
11,2023-12-04,01:22:00,07:51:30,5.8,0.6833333333333333,6.483333333333333,96
12,2023-12-05,23:52:30,07:45:30,6.6,1.2833333333333334,7.883333333333334,95
13,2023-12-06,23:02:30,06:25:30,6.3,1.0833333333333333,7.383333333333334,91
14,2023-12-07,00:22:00,07:00:30,5.616666666666666,1.0166666666666666,6.633333333333334,91
15,2023-12-08,22:50:30,07:13:30,7.4,0.9833333333333333,8.383333333333333,98
16,2023-12-09,23:07:30,08:48:30,8.6,1.0833333333333333,9.683333333333334,98
17,2023-12-10,23:28:00,07:43:30,7.4,0.85,8.25,98
18,2023-12-11,23:42:00,06:49:30,6.316666666666666,0.8,7.116666666666666,96
19,2023-12-12,00:16:30,07:32:30,6.383333333333334,0.8833333333333333,7.266666666666667,98
20,2023-12-13,01:32:30,05:56:30,4.016666666666667,0.38333333333333336,4.4,95
21,2023-12-14,01:11:30,10:42:30,8.433333333333334,1.0833333333333333,9.516666666666667,94
22,2023-12-15,00:34:30,10:55:30,9.216666666666667,1.1333333333333333,10.35,98
23,2023-12-16,01:13:30,09:23:30,7.166666666666667,1.0,8.166666666666666,98
24,2023-12-17,01:47:30,08:35:30,5.916666666666667,0.8833333333333333,6.8,95
25,2023-12-18,01:15:00,10:26:30,8.083333333333334,1.1,9.183333333333334,95
26,2023-12-19,00:40:00,09:11:00,7.7,0.8166666666666667,8.516666666666667,98
